dx,euler_error,trap_error
0.5,0.010314554491239055,0.0012145855234946335
0.25,0.012914324584463555,8.07318515374286e-05
0.125,0.0032691027077083367,7.063626187150051e-05
0.0625,0.003137639691063471,1.7876027284454403e-05
0.03125,0.000438285484473338,1.5732592321886113e-06
0.015625,0.00015625,2.44140625e-07
0.0078125,7.8125e-05,6.103515625e-08
0.00390625,3.90625e-05,1.52587890625e-08
